user_id,name,email,course_id,course_title,steps_completed,steps_total,course_completed,course_completed_on,course_started_on,course_total_time_on,course_last_step_id,course_last_step_type,course_last_step_title,last_login_date
64,64,64,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,2/18/2019,2/12/2019,6d 1h 8m 30s,13826,Lesson,1.4 Thoughts on Life,8/5/2019
64,64,64,3722,Resources,0,3,NO,,,,,,,8/5/2019
64,64,64,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,8/5/2019
64,64,64,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,8/5/2019
65,65,65,1613,A Beautiful Universe: Cumrun Vafa,39,60,NO,,12/7/2018,37d 7h 41m 31s,2469,Lesson,3.12 Black Hole Thermodynamics,8/5/2019
65,65,65,15362,A Galactic Mystery: Justin Khoury,17,28,NO,,4/15/2019,76d 2h 48m 6s,18097,Lesson,3.1 Going Deeper,8/5/2019
65,65,65,18818,"Accelerate, Collide, Detect: Barry Barish",26,31,NO,,7/31/2019,13d 22h 48m 43s,18851,Lesson,2.20 Justifying Particle Physics,8/5/2019
65,65,65,2301,Beyond the Cloud of Everyday Experience: Brian Greene,45,67,NO,,10/24/2018,21d 7h 48m 56s,2499,Lesson,1.11 Implications for Space,8/5/2019
65,65,65,15609,Einstein's Astrophysical Messengers: Gabriela González,25,31,NO,,6/18/2019,30d 18h 7m 16s,15626,Lesson,3.1 Going Deeper,8/5/2019
65,65,65,11236,Life as the Next Frontier in Physics: Sara Walker,34,45,NO,,3/4/2019,27d 23h 28m 41s,12111,Lesson,3.5 Signatures of Life,8/5/2019
65,65,65,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,2/19/2019,2/12/2019,6d 18h 36m 22s,14171,Lesson,1.3 Sara Walker QA,8/5/2019
65,65,65,3722,Resources,0,3,NO,,,,,,,8/5/2019
65,65,65,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,8/5/2019
65,65,65,18395,The Universe's Hierarchy: George F.R. Ellis,20,32,NO,,7/15/2019,15d 7m 48s,18800,Lesson,3.1 Going Deeper,8/5/2019
66,66,66,1613,A Beautiful Universe: Cumrun Vafa,6,60,NO,,12/26/2018,12d 16h 38m 10s,5126,Quiz,1.6 Puzzle: Designing a Highway System  Idea Generation,7/15/2019
66,66,66,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,7/15/2019
66,66,66,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,7/15/2019
66,66,66,2301,Beyond the Cloud of Everyday Experience: Brian Greene,55,67,NO,,10/22/2018,65d 1h 46m 28s,11950,Lesson,Live Session with Professor Brian Greene,7/15/2019
66,66,66,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,7/15/2019
66,66,66,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,7/15/2019
66,66,66,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,7/15/2019
66,66,66,3722,Resources,0,3,NO,,,,,,,7/15/2019
66,66,66,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,7/15/2019
66,66,66,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,7/15/2019
67,67,67,1613,A Beautiful Universe: Cumrun Vafa,56,60,NO,,12/9/2018,186d 16h 27m 30s,14083,Lesson,Live Session: Cumrun Vafa,8/14/2019
67,67,67,15362,A Galactic Mystery: Justin Khoury,24,28,NO,,4/20/2019,54d 1h 45m 13s,18080,Lesson,2.2 Dark Horses of Dark Matter,8/14/2019
67,67,67,18818,"Accelerate, Collide, Detect: Barry Barish",27,31,NO,,7/17/2019,9d 6h 52m 37s,18851,Lesson,2.20 Justifying Particle Physics,8/14/2019
67,67,67,2301,Beyond the Cloud of Everyday Experience: Brian Greene,67,67,YES,6/14/2019,10/22/2018,234d 9h 38m 12s,6203,Lesson,2.20 General Relativity Projects,8/14/2019
67,67,67,15609,Einstein's Astrophysical Messengers: Gabriela González,27,31,NO,,6/22/2019,12d 5h 36m 13s,18202,Lesson,2.19 Gabriela González QA,8/14/2019
67,67,67,11236,Life as the Next Frontier in Physics: Sara Walker,42,45,NO,,2/25/2019,50d 2h 3m 9s,15850,Lesson,What Is Life? Project,8/14/2019
67,67,67,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,2/13/2019,2/13/2019,11m 37s,13826,Lesson,1.4 Thoughts on Life,8/14/2019
67,67,67,3722,Resources,0,3,NO,,9/30/2018,,3902,Lesson,World Science Scholars Program Orientation,8/14/2019
67,67,67,19118,The Early Universe: Matias Zaldarriaga,17,27,NO,,8/10/2019,2d 10h 5m 36s,19161,Lesson,2.12 Hot Big Bang,8/14/2019
67,67,67,18395,The Universe's Hierarchy: George F.R. Ellis,29,32,NO,,7/1/2019,11d 18h 9m 18s,18800,Lesson,3.1 Going Deeper,8/14/2019
167,167,167,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,,,,,,
167,167,167,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,
167,167,167,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,
167,167,167,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,,,,,,
167,167,167,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,
167,167,167,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,
167,167,167,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,
167,167,167,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,
167,167,167,3722,Resources,0,3,NO,,,,,,,
167,167,167,19780,Resources '19,0,4,NO,,,,,,,
167,167,167,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,
167,167,167,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,
166,166,166,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,,,,,,8/15/2019
166,166,166,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,8/15/2019
166,166,166,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,8/15/2019
166,166,166,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,,,,,,8/15/2019
166,166,166,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,8/15/2019
166,166,166,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,8/15/2019
166,166,166,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,8/15/2019
166,166,166,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,8/15/2019
166,166,166,3722,Resources,0,3,NO,,,,,,,8/15/2019
166,166,166,19780,Resources '19,0,4,NO,,,,,,,8/15/2019
166,166,166,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,8/15/2019
166,166,166,18395,The Universe's Hierarchy: George F.R. Ellis,1,32,NO,,7/30/2019,30s,18621,Lesson,2.4 Scaling Laws,8/15/2019
131,131,131,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,,,,,,8/14/2019
131,131,131,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,8/14/2019
131,131,131,18818,"Accelerate, Collide, Detect: Barry Barish",1,31,NO,,,,18853,Lesson,3.1 Going Deeper,8/14/2019
131,131,131,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,,,,,,8/14/2019
131,131,131,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,8/14/2019
131,131,131,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,8/14/2019
131,131,131,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,8/14/2019
131,131,131,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,8/14/2019
131,131,131,3722,Resources,0,3,NO,,,,,,,8/14/2019
131,131,131,19780,Resources '19,0,4,NO,,,,,,,8/14/2019
131,131,131,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,8/14/2019
131,131,131,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,8/14/2019
84,84,84,1613,A Beautiful Universe: Cumrun Vafa,23,60,NO,,10/15/2018,46d 9m 2s,4786,Quiz,2.6 The Math Behind the Partition Function,3/11/2019
84,84,84,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,3/11/2019
84,84,84,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,3/11/2019
84,84,84,2301,Beyond the Cloud of Everyday Experience: Brian Greene,15,67,NO,,10/15/2018,31d 22h 11m 57s,6329,Lesson,3.2 What Would You Like to Learn?,3/11/2019
84,84,84,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,3/11/2019
84,84,84,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,3/11/2019
84,84,84,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,3/11/2019
84,84,84,3722,Resources,0,3,NO,,,,,,,3/11/2019
84,84,84,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,3/11/2019
84,84,84,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,3/11/2019
168,168,168,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,,,,,,8/1/2019
168,168,168,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,8/1/2019
168,168,168,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,8/1/2019
168,168,168,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,,,,,,8/1/2019
168,168,168,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,8/1/2019
168,168,168,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,8/1/2019
168,168,168,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,8/1/2019
168,168,168,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,8/1/2019
168,168,168,3722,Resources,0,3,NO,,,,,,,8/1/2019
168,168,168,19780,Resources '19,0,4,NO,,,,,,,8/1/2019
168,168,168,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,8/1/2019
168,168,168,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,8/1/2019
68,68,68,1613,A Beautiful Universe: Cumrun Vafa,56,60,NO,,12/23/2018,16d 19h 48m 19s,5126,Quiz,1.6 Puzzle: Designing a Highway System  Idea Generation,4/10/2019
68,68,68,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,4/10/2019
68,68,68,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,4/10/2019
68,68,68,2301,Beyond the Cloud of Everyday Experience: Brian Greene,67,67,YES,12/26/2018,11/6/2018,50d 21h 55m 21s,11950,Lesson,Live Session with Professor Brian Greene,4/10/2019
68,68,68,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,4/10/2019
68,68,68,11236,Life as the Next Frontier in Physics: Sara Walker,45,45,YES,4/9/2019,3/16/2019,23d 23h 21m 49s,12138,Lesson,3.6 Sara Walker QA,4/10/2019
68,68,68,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,2/25/2019,2/9/2019,16d 4h 24m 38s,13826,Lesson,1.4 Thoughts on Life,4/10/2019
68,68,68,3722,Resources,3,3,YES,12/28/2018,12/28/2018,1m 35s,3789,Lesson,Meet the Scholars,4/10/2019
68,68,68,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,4/10/2019
68,68,68,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,4/10/2019
150,150,150,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,8/9/2019,,18952,Lesson,1.1 Course Overview,8/9/2019
150,150,150,19780,Resources '19,0,4,NO,,,,,,,8/9/2019
69,69,69,1613,A Beautiful Universe: Cumrun Vafa,29,60,NO,,12/28/2018,7d 13h 5m 45s,4575,Lesson,2.17 Partition Function and Black Hole Questions,7/22/2019
69,69,69,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,7/22/2019
69,69,69,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,7/22/2019
69,69,69,2301,Beyond the Cloud of Everyday Experience: Brian Greene,64,67,NO,,11/12/2018,98d 4h 50m 58s,2619,Lesson,3.22 String Theory,7/22/2019
69,69,69,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,7/22/2019
69,69,69,11236,Life as the Next Frontier in Physics: Sara Walker,22,45,NO,,3/2/2019,39d 1h 4m 28s,12119,Lesson,2.6 Cellular Automata,7/22/2019
69,69,69,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,2/24/2019,2/22/2019,1d 23h 50m 37s,13826,Lesson,1.4 Thoughts on Life,7/22/2019
69,69,69,3722,Resources,0,3,NO,,,,,,,7/22/2019
69,69,69,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,7/22/2019
69,69,69,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,7/22/2019
19,19,19,3967,Special Relativity – World Science U,0,359,NO,,9/27/2018,,649,Lesson,2.1 Speed Video,9/27/2018
70,70,70,1613,A Beautiful Universe: Cumrun Vafa,57,60,NO,,12/28/2018,112d 7h 21m 2s,14083,Lesson,Live Session: Cumrun Vafa,8/1/2019
70,70,70,15362,A Galactic Mystery: Justin Khoury,23,28,NO,,4/20/2019,61d 17h 30m 57s,18097,Lesson,3.1 Going Deeper,8/1/2019
70,70,70,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,8/1/2019
70,70,70,2301,Beyond the Cloud of Everyday Experience: Brian Greene,67,67,YES,4/20/2019,11/14/2018,156d 12h 37m 24s,11950,Lesson,Live Session with Professor Brian Greene,8/1/2019
70,70,70,15609,Einstein's Astrophysical Messengers: Gabriela González,28,31,NO,,6/19/2019,8m 58s,15626,Lesson,3.1 Going Deeper,8/1/2019
70,70,70,11236,Life as the Next Frontier in Physics: Sara Walker,45,45,YES,4/21/2019,4/21/2019,2h 52m 32s,17610,Lesson,Live Session 2:  Sara Walker,8/1/2019
70,70,70,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,2/18/2019,2/18/2019,3m 1s,13826,Lesson,1.4 Thoughts on Life,8/1/2019
70,70,70,3722,Resources,0,3,NO,,,,,,,8/1/2019
70,70,70,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,8/1/2019
70,70,70,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,8/1/2019
151,151,151,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,4,66,NO,,8/13/2019,6m 14s,18953,Lesson,1.2 What Would You Like to Learn?,8/12/2019
151,151,151,19780,Resources '19,0,4,NO,,7/9/2019,,19798,Lesson,2019 Program Orientation Live Session,8/12/2019
152,152,152,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,34,66,NO,,7/18/2019,21d 14h 58m 58s,19004,Lesson,3.2 What Would You Like to Learn?,8/3/2019
152,152,152,19780,Resources '19,4,4,YES,7/18/2019,7/11/2019,7d 11h 58m 19s,19788,Lesson,Meet the 2019 Scholars,8/3/2019
114,114,114,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,,,,,,4/3/2019
114,114,114,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,,,,,,4/3/2019
114,114,114,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,4/3/2019
114,114,114,11236,Life as the Next Frontier in Physics: Sara Walker,1,45,NO,,3/5/2019,23h 13m 49s,14095,Lesson,1.3 What is Water?,4/3/2019
114,114,114,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,1,5,NO,,2/22/2019,11d 2h 25m 34s,12089,Lesson,1.2 What is Life?,4/3/2019
153,153,153,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,29,66,NO,,7/15/2019,26d 2h 48m 42s,19004,Lesson,3.2 What Would You Like to Learn?,8/10/2019
153,153,153,19780,Resources '19,0,4,NO,,7/2/2019,,19788,Lesson,Meet the 2019 Scholars,8/10/2019
27,27,27,1613,A Beautiful Universe: Cumrun Vafa,4,60,NO,,10/3/2018,22d 1h 53m,2016,Quiz,2.4 Sum of Integers,7/29/2019
27,27,27,15362,A Galactic Mystery: Justin Khoury,7,28,NO,,6/4/2019,30m 43s,17532,Lesson,1.12 Superfluid Dark Matter,7/29/2019
27,27,27,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,7/29/2019
27,27,27,2301,Beyond the Cloud of Everyday Experience: Brian Greene,20,67,NO,,10/8/2018,17d 6h 48m 34s,5446,Quiz,Oddly Twisted Copy,7/29/2019
27,27,27,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,7/29/2019
27,27,27,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,7/29/2019
27,27,27,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,7/29/2019
27,27,27,3722,Resources,0,3,NO,,9/28/2018,,3902,Lesson,World Science Scholars Program Orientation,7/29/2019
27,27,27,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,7/29/2019
27,27,27,18395,The Universe's Hierarchy: George F.R. Ellis,32,32,YES,7/1/2019,7/1/2019,1h 10m 1s,18638,Lesson,2.11 Hierarchy of Structure and Causation,7/29/2019
71,71,71,1613,A Beautiful Universe: Cumrun Vafa,52,60,NO,,12/28/2018,10d 22h 17m 22s,5126,Quiz,1.6 Puzzle: Designing a Highway System  Idea Generation,4/28/2019
71,71,71,15362,A Galactic Mystery: Justin Khoury,2,28,NO,,4/28/2019,16m 47s,17500,Lesson,1.2 The Case for Dark Matter,4/28/2019
71,71,71,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,4/28/2019
71,71,71,2301,Beyond the Cloud of Everyday Experience: Brian Greene,63,67,NO,,11/7/2018,53d 21h 52m 45s,4714,Lesson,3.18 String Theory,4/28/2019
71,71,71,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,4/28/2019
71,71,71,11236,Life as the Next Frontier in Physics: Sara Walker,39,45,NO,,3/29/2019,24d 5h 5m 19s,15850,Lesson,What Is Life? Project,4/28/2019
71,71,71,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,2/25/2019,2/25/2019,27m 18s,13826,Lesson,1.4 Thoughts on Life,4/28/2019
71,71,71,3722,Resources,0,3,NO,,,,,,,4/28/2019
71,71,71,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,4/28/2019
71,71,71,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,4/28/2019
154,154,154,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,7/24/2019
154,154,154,19780,Resources '19,0,4,NO,,7/9/2019,,19787,Lesson,Meet the 2018 Scholars,7/24/2019
155,155,155,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,
155,155,155,19780,Resources '19,0,4,NO,,,,,,,
157,157,157,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,12,66,NO,,7/17/2019,12d 10m 29s,18966,Lesson,1.13 Implications for Mass,7/18/2019
157,157,157,19780,Resources '19,0,4,NO,,7/3/2019,,19798,Lesson,2019 Program Orientation Live Session,7/18/2019
72,72,72,1613,A Beautiful Universe: Cumrun Vafa,33,60,NO,,12/11/2018,76d 13h 1m 43s,5126,Quiz,1.6 Puzzle: Designing a Highway System  Idea Generation,6/14/2019
72,72,72,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,6/14/2019,,15568,Lesson,1.1 The Case for Dark Matter,6/14/2019
72,72,72,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,6/14/2019
72,72,72,2301,Beyond the Cloud of Everyday Experience: Brian Greene,59,67,NO,,11/2/2018,12d 52m 42s,2619,Lesson,3.22 String Theory,6/14/2019
72,72,72,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,6/14/2019
72,72,72,11236,Life as the Next Frontier in Physics: Sara Walker,17,45,NO,,3/18/2019,14d 4h 52m 29s,12118,Lesson,2.2 Emergence,6/14/2019
72,72,72,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,2/10/2019,2/10/2019,11m 13s,13826,Lesson,1.4 Thoughts on Life,6/14/2019
72,72,72,3722,Resources,0,3,NO,,11/12/2018,,3902,Lesson,World Science Scholars Program Orientation,6/14/2019
72,72,72,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,6/14/2019
72,72,72,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,6/14/2019
85,85,85,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,3/1/2019,,7265,Lesson,3.1 Module Overview,3/27/2019
85,85,85,15362,A Galactic Mystery: Justin Khoury,1,28,NO,,,,15761,Lesson,1.4 The Case for Dark Matter,3/27/2019
85,85,85,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,3/27/2019
85,85,85,2301,Beyond the Cloud of Everyday Experience: Brian Greene,3,67,NO,,10/20/2018,1d 16h 41m 54s,6329,Lesson,3.2 What Would You Like to Learn?,3/27/2019
85,85,85,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,3/27/2019
85,85,85,11236,Life as the Next Frontier in Physics: Sara Walker,10,45,NO,,2/22/2019,11d 1h 43m 15s,14625,Quiz,Cellular Automata Challenge,3/27/2019
85,85,85,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,2/22/2019,2/8/2019,13d 17h 17m 20s,13826,Lesson,1.4 Thoughts on Life,3/27/2019
85,85,85,3722,Resources,0,3,NO,,,,,,,3/27/2019
85,85,85,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,3/27/2019
85,85,85,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,3/27/2019
164,164,164,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,,,,,,7/12/2019
164,164,164,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,,,,,,7/12/2019
164,164,164,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,7/12/2019
164,164,164,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,7/12/2019
165,165,165,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,,,,,,7/30/2019
165,165,165,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,7/30/2019
165,165,165,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,7/16/2019,,18832,Lesson,2.1 Particle Physics and Particle Accelerators,7/30/2019
165,165,165,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,,,,,,7/30/2019
165,165,165,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,7/30/2019
165,165,165,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,7/16/2019,,15615,Lesson,1.2 Reality of Einstein,7/30/2019
165,165,165,11236,Life as the Next Frontier in Physics: Sara Walker,0,45,NO,,,,,,,7/30/2019
165,165,165,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,0,5,NO,,,,,,,7/30/2019
165,165,165,3722,Resources,0,3,NO,,,,,,,7/30/2019
165,165,165,19780,Resources '19,0,4,NO,,,,,,,7/30/2019
165,165,165,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,7/30/2019
165,165,165,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,7/30/2019
73,73,73,1613,A Beautiful Universe: Cumrun Vafa,55,60,NO,,12/7/2018,37d 12h 5m 9s,2346,Lesson,1.25 Summary of Mathematical Concepts,8/10/2019
73,73,73,15362,A Galactic Mystery: Justin Khoury,12,28,NO,,4/21/2019,83d 9h 54m 53s,17532,Lesson,1.12 Superfluid Dark Matter,8/10/2019
73,73,73,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,8/10/2019
73,73,73,2301,Beyond the Cloud of Everyday Experience: Brian Greene,56,67,NO,,10/22/2018,22d 17h 42m 26s,2619,Lesson,3.22 String Theory,8/10/2019
73,73,73,15609,Einstein's Astrophysical Messengers: Gabriela González,0,31,NO,,,,,,,8/10/2019
73,73,73,11236,Life as the Next Frontier in Physics: Sara Walker,39,45,NO,,3/4/2019,27d 5h 5m 49s,12114,Lesson,3.7 Signatures of Life,8/10/2019
73,73,73,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,2/19/2019,2/10/2019,9d 18h 10m 4s,13826,Lesson,1.4 Thoughts on Life,8/10/2019
73,73,73,3722,Resources,0,3,NO,,10/12/2018,,3902,Lesson,World Science Scholars Program Orientation,8/10/2019
73,73,73,19118,The Early Universe: Matias Zaldarriaga,0,27,NO,,,,,,,8/10/2019
73,73,73,18395,The Universe's Hierarchy: George F.R. Ellis,0,32,NO,,,,,,,8/10/2019
158,158,158,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,31,66,NO,,8/2/2019,9d 6h 24m 33s,19004,Lesson,3.2 What Would You Like to Learn?,8/11/2019
158,158,158,19780,Resources '19,2,4,NO,,7/2/2019,30d 19h 56m 17s,19798,Lesson,2019 Program Orientation Live Session,8/11/2019
108,108,108,1613,A Beautiful Universe: Cumrun Vafa,0,60,NO,,,,,,,4/2/2019
108,108,108,2301,Beyond the Cloud of Everyday Experience: Brian Greene,0,67,NO,,,,,,,4/2/2019
108,108,108,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,0,66,NO,,,,,,,4/2/2019
108,108,108,11236,Life as the Next Frontier in Physics: Sara Walker,8,45,NO,,3/8/2019,20d 2h 6m 52s,14283,Lesson,2.13 Collective Behavior,4/2/2019
108,108,108,11233,Life as the Next Frontier in Physics: Sara Walker | Prerequisite Module,5,5,YES,2/21/2019,2/11/2019,10d 4h 16m 10s,14171,Lesson,1.3 Sara Walker QA,4/2/2019
159,159,159,18947,Beyond the Cloud of Everyday Experience: Brian Greene 2019,41,66,NO,,7/18/2019,20d 19h 47m 31s,18973,Lesson,1.18 Special Relativity,8/9/2019
159,159,159,19780,Resources '19,0,4,NO,,,,,,,8/9/2019
74,74,74,1613,A Beautiful Universe: Cumrun Vafa,60,60,YES,1/17/2019,12/15/2018,33d 12h 53m 27s,5125,Lesson,1.6 Puzzle: Designing a Highway System – Idea Generation,8/5/2019
74,74,74,15362,A Galactic Mystery: Justin Khoury,0,28,NO,,,,,,,8/5/2019
74,74,74,18818,"Accelerate, Collide, Detect: Barry Barish",0,31,NO,,,,,,,8/5/2019
74,74,74,2301,Beyond the Cloud of Everyday Experience: Brian Greene,67,67,YES,12/30/2018,10/24/2018,67d 5h 32m 49s,11950,Lesson,Live Session with Professor Brian Greene,8/5/2019
